identifier,gidro_num,namelong,lat,lon,namewater,codbasin
10073,10073,Усть-Кокса (ГП при Усть-Кокса М) - р. Кокса,50.15,85.37,р. Кокса,151
10075,10075,Терехта - р. Большая Терехта,50.16,85.55,р. Большая Терехта,151
10078,10078,Кучерла - р. Кучерла,50.09,86.2,р. Кучерла,151
10100,10100,Онгудай (ГП при Онгудай М) - р. Урсул,50.74,86.15,р. Урсул,151
10103,10103,Шебалино (ГП при Шебалино М) - р. Сема,51.18,85.41,р. Сема,151
10108,10108,Майма - р. Майма,52.0,85.54,р. Майма,151
10110,10110,Усть-Иша - р. Иша,52.11,85.58,р. Иша,151
10111,10111,Красногорское - р. Чапша,52.17,86.12,р. Чапша,151
10112,10112,Советское - р. Каменка,52.17,85.25,р. Каменка,151
10117,10117,Точильное - р. Песчанная,52.1,85.02,р. Песчанная,151
10120,10120,Солонешное (ГП при Солонешное М) - р. Ануй,51.67,84.3,р. Ануй,151
10122,10122,Совхоз Ануйский - р. Ануй,52.07,84.07,р. Ануй,151
10126,10126,Усть-Кумир - р. Чарыш,51.02,84.17,р. Чарыш,151
10127,10127,Чарышское (ГП при Чарышское М) - р. Чарыш,51.22,83.34,р. Чарыш,151
10130,10130,Карпово-2 - р. Чарыш,51.43,82.4,р. Чарыш,151
10132,10132,Белоглазово - р. Чарыш,52.06,82.33,р. Чарыш,151
10133,10133,Усть-Камышенка - р. Чарыш,52.04,83.12,р. Чарыш,151
10134,10134,Чарышский зерно с/х - р. Чарыш,52.08,83.17,р. Чарыш,151
10137,10137,Бугрышиха - р. Белая,51.17,82.48,р. Белая,151
10138,10138,Куйбышево - р. Маралиха,51.34,82.59,р. Маралиха,151
10139,10139,Курья - р. Локтевка,51.37,82.18,р. Локтевка,151
10144,10144,Троицкое (ГП при Троицкое М) - р. Большая речка,52.59,84.41,р. Большая речка,151
10594,10594,Артыбаш - р. Бия,51.47,87.14,р. Бия,151
10704,10704,Удаловка - р. Бия,52.21,86.57,р. Бия,151
10901,10901,Кыгинский Залив - оз. Телецкое,51.22,87.5,оз. Телецкое,151
10902,10902,Кошки - оз. Телецкое,51.35,87.41,оз. Телецкое,151
10903,10903,Яйлю (ГП при Яйлю СФМ) - оз. Телецкое,51.46,87.36,оз. Телецкое,151
10904,10904,Артыбаш - оз. Телецкое,51.47,87.16,оз. Телецкое,151
11043,11043,ЧЕРЛАК (ГП ПРИ ЧЕРЛАК М) - р. Иртыш - Р.ИРТЫШ,54.1545555555556,74.788,Р.ИРТЫШ,151
11043,11043,ЧЕРЛАК - Р.ИРТЫШ,54.1566666666667,74.8152777777778,Р.ИРТЫШ,151
11045,11045,ПОКРОВО-ИРТЫШСКОЕ - р. Иртыш - Р.ИРТЫШ,54.5554166666667,74.142,Р.ИРТЫШ,151
11048,11048,ОМСК (ГП ПРИ ОМСК Г) - р. Иртыш - Р.ИРТЫШ,55.02,73.27,Р.ИРТЫШ,151
11048,11048,ОМСК - р. Иртыш - Р.ИРТЫШ,55.0166666666667,73.2666666666667,Р.ИРТЫШ,151
11050,11050,КРАСНОЯРКА - р. Иртыш - Р.ИРТЫШ,55.3333333333333,73.1,Р.ИРТЫШ,151
11051,11051,Карташово - р.Иртыш,56.1127777777778,74.7338888888889,р.Иртыш,151
11053,11053,ТАРА (ГП ПРИ ТАРА ОГМС) - р. Иртыш - Р.ИРТЫШ,56.9166666666667,74.3666666666667,Р.ИРТЫШ,151
11053,11053,Тара - Р.ИРТЫШ,56.9,74.3833333333333,Р.ИРТЫШ,151
11054,11054,ТЕВРИЗ (ГП ПРИ ТЕВРИЗ М) - р. Иртыш - Р.ИРТЫШ,57.5166666666667,72.4,Р.ИРТЫШ,151
11055,11055,УСТЬ-ИШИМ (ГП ПРИ УСТЬ-ИШИМ М) - р. Иртыш - Р.ИРТЫШ,57.7,71.1666666666667,Р.ИРТЫШ,151
11055,11055,УСТЬ-ИШИМ - Р.ИРТЫШ,57.7066666666667,71.1627777777778,Р.ИРТЫШ,151
11056,11056,ТОБОЛЬСК (ГП ПРИ ТОБОЛЬСК ОГМС) - р. Иртыш - Р.ИРТЫШ,58.2,68.2333333333333,Р.ИРТЫШ,151
11056,11056,Тобольск - Р.ИРТЫШ,58.15,68.25,Р.ИРТЫШ,151
11057,11057,УВАТ (ГП ПРИ УВАТ М) - р.Иртыш - Р.ИРТЫШ,59.1333333333333,68.9,Р.ИРТЫШ,151
11057,11057,УВАТ - Р.ИРТЫШ,59.1666694444444,68.9166694444444,Р.ИРТЫШ,151
11058,11058,Демьянское - р.Иртыш,59.5921666666667,69.3446111111111,р.Иртыш,151
11058,11058,ДЕМЬЯНСКОЕ (ГП ПРИ ДЕМЬЯНСКОЕ М) - р.Иртыш - Р.ИРТЫШ,59.6,69.2833333333333,Р.ИРТЫШ,151
11059,11059,СИБИРСКИЙ - р. Иртыш - Р.ИРТЫШ,60.45,69.8833333333333,Р.ИРТЫШ,151
11061,11061,ХАНТЫ-МАНСИЙСК (ГП ПРИ ХАНТЫ-МАНСИЙСК ЦГМС) - р. Иртыш - Р.ИРТЫШ,60.9666666666667,69.0666666666667,Р.ИРТЫШ,151
11061,11061,ХАНТЫ-МАНСИЙСК - Р.ИРТЫШ,61.0283333333333,69.1180555555556,Р.ИРТЫШ,151
11584,11584,ГОРНОПРАВДИНСК - р. Иртыш - Р.ИРТЫШ,60.0666666666667,69.9166666666667,Р.ИРТЫШ,151
11619,11619,Екатерининское - р.Иртыш,56.9,74.5666666666667,р.Иртыш,151
11623,11623,НОВАЯ СТАНИЦА - р. Иртыш - Р.ИРТЫШ,54.8333333333333,73.3833333333333,Р.ИРТЫШ,151
11634,11634,ТАТАРКА - р. Иртыш - Р.ИРТЫШ,53.9539444444444,75.06325,Р.ИРТЫШ,151
10002,10002,Фоминское - р. Обь,52.27,84.55,р. Обь,152
10003,10003,Усть-Чарышская Пристань (ГП при Усть-Чарышская Пристань М) - р. Обь,52.24,83.41,р. Обь,152
10006,10006,Барнаул (ГП при Алтайском ЦГМС) - р. Обь,53.24,83.49,р. Обь,152
10008,10008,Шелаболиха (ГП при Шелаболиха М) - р. Обь,53.25,82.38,р. Обь,152
10010,10010,Камень-на-Оби (ГП при Камень-на-Оби М) - р. Обь,53.49,81.16,р. Обь,152
10012,10012,Нижний Бьеф - р. Обь,54.48,82.57,р. Обь,152
10014,10014,Новосибирск - р. Обь,54.59,82.57,р. Обь,152
10015,10015,Дубровино - р. Обь,55.29,83.17,р. Обь,152
10016,10016,Кругликово - р. Обь,55.51,83.52,р. Обь,152
10017,10017,Победа - р. Обь,56.32,84.1,р. Обь,152
10019,10019,Молчаново - р. Обь,57.35,83.47,р. Обь,152
10021,10021,Колпашево (ГП при Колпашевская ГМО) - р. Обь,58.19,82.53,р. Обь,152
10022,10022,Каргасок (ГП при Каргасок М) - р. Обь,59.04,80.53,р. Обь,152
10024,10024,Александровское (ГП при Александровское М) - р. Обь,60.26,77.52,р. Обь,152
10025,10025,НИЖНЕВАРТОВСК - р.Обь - Р.ОБЬ,60.9166666666667,76.6166666666667,Р.ОБЬ,152
10026,10026,СУРГУТ - р. Обь - Р.ОБЬ,61.25,73.4166666666667,Р.ОБЬ,152
10026,10026,СУРГУТ (ГП ПРИ СУРГУТ ГМБ) р. Обь - Р.ОБЬ,61.25,73.5,Р.ОБЬ,152
10028,10028,"НЕФТЕЮГАНСК (ГП ПРИ НЕФТЕЮГАНСК М-2) - р.Обь пр.ЮганскаяОбь - Р.ОБЬ, ПРОТОКА ЮГАНСКАЯ ОБЬ",61.0333333333333,72.6166666666667,"Р.ОБЬ, ПРОТОКА ЮГАНСКАЯ ОБЬ",152
10028,10028,НЕФТЕЮГАНСК - Р.ОБЬ ПР.ЮГАНСКАЯ,61.1011111111111,72.6544444444445,Р.ОБЬ ПР.ЮГАНСКАЯ,152
10030,10030,"СЫТОМИНО (ГП ПРИ СЫТОМИНО М) - р.Обь пр. Сытоминка - Р.ОБЬ,  ПРОТОКА СЫТОМИНКА",61.3,71.3166666666667,"Р.ОБЬ,  ПРОТОКА СЫТОМИНКА",152
10030,10030,СЫТОМИНО - Р.ОБЬ ПРОТОКА СЫТОМИНКА,61.3019444444444,71.3019444444444,Р.ОБЬ ПРОТОКА СЫТОМИНКА,152
10031,10031,Белогорье - р.Обь,61.0666666666667,68.6,р.Обь,152
10032,10032,ОКТЯБРЬСКОЕ (ГП ПРИ ОКТЯБРЬСКОЕ М) - р.Обь - Р.ОБЬ,62.45,66.05,Р.ОБЬ,152
10032,10032,ОКТЯБРЬСКОЕ - Р.ОБЬ,62.4641666666667,66.0561111111111,Р.ОБЬ,152
10033,10033,ПОЛНОВАТ - р. Обь - Р.ОБЬ,63.8166666666667,65.9,Р.ОБЬ,152
10034,10034,ГОРКИ - р.Обь - Р.ОБЬ,65.0333333333333,65.3666666666667,Р.ОБЬ,152
10035,10035,"Мужи - Р. Обь, Протока Малая Обь",65.4044444444445,64.7033333333333,"Р. Обь, Протока Малая Обь",152
10035,10035,"МУЖИ (ГП ПРИ МУЖИ М) - р.Обь пр. Малая Обь - Р.ОБЬ, ПР. МАЛАЯ ОБЬ",65.3833333333333,64.7166666666667,"Р.ОБЬ, ПР. МАЛАЯ ОБЬ",152
10037,10037,Питляр (ГП при Питляр М) - р. Обь - Р.ОБЬ,65.85,65.9833333333333,Р.ОБЬ,152
10148,10148,Старо-Алейское - р. Алей,51.0,82.0,р. Алей,152
10150,10150,Локоть - р. Алей,51.19,81.21,р. Алей,152
10151,10151,Рубцовск (ГП при РУбцовск М) - р. Алей,51.31,81.13,р. Алей,152
10153,10153,Алейск - р. Алей,52.31,82.46,р. Алей,152
10168,10168,Косиха - р. Большая Лосиха,53.21,84.36,р. Большая Лосиха,152
10172,10172,Рогозиха - р. Касмала,53.14,82.48,р. Касмала,152
10174,10174,Ельцовка - р. Чумыш,53.15,86.17,р. Чумыш,152
10175,10175,Кытманово - р. Чумыш,53.28,85.27,р. Чумыш,152
10176,10176,Заринск (ГП при Заринск М) - р. Чумыш,53.45,84.55,р. Чумыш,152
10177,10177,Тальменка (ГП при Тальменка М) - р. Чумыш,53.48,83.34,р. Чумыш,152
10184,10184,Тогул (ГП при Тогул М) - р. Тогул,53.28,85.54,р. Тогул,152
10188,10188,Казанцево - р. Аламбай,53.53,85.12,р. Аламбай,152
10194,10194,Новоперуново - р. Тальменка,53.53,83.31,р. Тальменка,152
10198,10198,Шипуновский - р. Нижний Сузун,53.59,82.63,р. Нижний Сузун,152
10202,10202,Рождественка - р. Каракан,54.23,82.26,р. Каракан,152
10204,10204,Маслянино (ГП при Маслянино М) - р. Бердь,54.21,84.13,р. Бердь,152
10205,10205,Старый Искитим - р. Бердь,54.37,83.24,р. Бердь,152
10208,10208,Елбань - р. Елбань,54.12,84.36,р. Елбань,152
10209,10209,Мосты - р. Чем,54.47,83.55,р. Чем,152
10211,10211,Нижний Коен - р. Коен,54.48,83.2,р. Коен,152
10215,10215,Ленинск-Кузнецкий - р. Иня,54.4,86.08,р. Иня,152
10216,10216,Промышленная (ГП при Промышленная М) - р. Иня,54.55,85.4,р. Иня,152
10218,10218,Тогучин (ГП при Тогучин М) - р. Иня (нижняя),55.14,84.24,р. Иня (нижняя),152
10219,10219,Кайлы - р. Иня,55.19,84.06,р. Иня,152
10220,10220,Березовка - р. Иня,55.0,83.2,р. Иня,152
10221,10221,Бачаты - р. Бачат,54.15,86.14,р. Бачат,152
10223,10223,Беково - р. Малый Бачат,54.22,86.12,р. Малый Бачат,152
10225,10225,Окунево - р. Тарсьма,54.57,85.26,р. Тарсьма,152
10228,10228,Лужба (турбаза) - р. Томь,53.67,88.9,р. Томь,152
10231,10231,Ояш - р. Ояш,55.33,83.52,р. Ояш,152
10232,10232,БАЛЫКСА - Р.ТОМЬ,53.43,89.13,Р.ТОМЬ,152
10233,10233,Теба - р. Томь,53.38,88.33,р. Томь,152
10234,10234,Междуреченск - р. Томь,53.42,88.01,р. Томь,152
10240,10240,Новокузнецк (ГП при Новокузнецкая ГМО) - р. Томь,53.46,87.09,р. Томь,152
10244,10244,Крапивино (ГП при Крапивино М) - Р.ТОМЬ,55.0,86.5,Р.ТОМЬ,152
10246,10246,Кемерово - р. Томь,55.23,86.03,р. Томь,152
10248,10248,Поломошное - р. Томь,55.44,84.56,р. Томь,152
10251,10251,Томск (ГП при Томский ЦГМС) - р. Томь,56.3,84.55,р. Томь,152
10252,10252,Томск (пристань) - р. Томь,56.3,84.55,р. Томь,152
10254,10254,Козюлино - р. Томь,56.48,84.3,р. Томь,152
10257,10257,Таштагол (ГП при Таштагол М) - р. Кондома,52.5,87.5,р. Кондома,152
10259,10259,Междуреченск - р. Уса,53.41,88.06,р. Уса,152
10264,10264,Усть-Кабырза (ГП при Усть-Кабырза М) - р. Мрас-Су,52.5,88.27,р. Мрас-Су,152
10266,10266,Мыски - р. Мрас-Су,53.43,87.5,р. Мрас-Су,152
10276,10276,Кондома (ГП при Кондома М) - р. Кондома,52.49,87.16,р. Кондома,152
10277,10277,Кузедеево - р. Кондома,53.2,87.14,р. Кондома,152
10279,10279,Мундыбаш - р. Мундыбаш,53.12,87.18,р. Мундыбаш,152
10287,10287,Красулино - р. Ускат,54.02,87.1,р. Ускат,152
10292,10292,Медвежка - р. Тайдон,54.5,87.32,р. Тайдон,152
10298,10298,Безменово - р. Лебяжья,55.5,84.44,р. Лебяжья,152
10301,10301,Басандайка - р. Басандайка,56.19,85.15,р. Басандайка,152
10305,10305,Зоркальцево - р. Порос,56.32,84.44,р. Порос,152
10306,10306,Пономаревка - р. Шегарка,56.08,82.22,р. Шегарка,152
10308,10308,Бабарыкино - р. Шегарка,56.33,83.36,р. Шегарка,152
10310,10310,Пихтовка - р. Бакса,56.0,82.42,р. Бакса,152
10315,10315,КОПЬЕВО - Р.ЧУЛЫМ,55.03,89.86,Р.ЧУЛЫМ,152
10317,10317,БАЛАХТА - Р.ЧУЛЫМ,55.3833,91.6667,Р.ЧУЛЫМ,152
10317,10317,БАЛАХТА (ГП ПРИ БАЛАХТА М) - Р.ЧУЛЫМ,55.38,91.6,Р.ЧУЛЫМ,152
10321,10321,НАЗАРОВО(ВЕРХНИЙ БЪЕФ) - Р.ЧУЛЫМ,56.05,90.33,Р.ЧУЛЫМ,152
10322,10322,КАЗАНКА I-Я - Р.ЧУЛЫМ,56.01,89.43,Р.ЧУЛЫМ,152
10323,10323,КРАСНЫЙ ЗАВОД - Р.ЧУЛЫМ,56.18,90.0,Р.ЧУЛЫМ,152
10324,10324,АЧИНСК (ГП ПРИ АЧИНСК ГМО) - Р.ЧУЛЫМ,56.28,90.51,Р.ЧУЛЫМ,152
10324,10324,АЧИНСК - Р.ЧУЛЫМ,56.28,90.52,Р.ЧУЛЫМ,152
10325,10325,НОВОБИРИЛЮССЫ (ГП ПРИ НОВОБИРИЛЮССЫ М) - Р.ЧУЛЫМ,57.06,90.51,Р.ЧУЛЫМ,152
10325,10325,НОВОБИРИЛЮССЫ - Р.ЧУЛЫМ,57.07,90.52,Р.ЧУЛЫМ,152
10328,10328,Тегульдет - р. Чулым,57.19,88.09,р. Чулым,152
10329,10329,Зырянское - р. Чулым,56.51,86.37,р. Чулым,152
10331,10331,Батурино - р. Чулым,57.47,85.09,р. Чулым,152
10332,10332,ЕФРЕМКИНО - Р. БЕЛЫЙ ИЮС,54.45,89.45,Р. БЕЛЫЙ ИЮС,152
10338,10338,САРАЛА - Р.ЧЕРНЫЙ ИЮС,54.86,89.3,Р.ЧЕРНЫЙ ИЮС,152
10341,10341,НОВОАЛЕКСАНДРОВКА - Р.АГАТА,55.6,90.65,Р.АГАТА,152
10342,10342,КОРНИЛОВО - Р.СЕРЕЖ,55.55,89.63,Р.СЕРЕЖ,152
10343,10343,АНТРОПОВО - Р.СЕРЕЖ,55.81,90.15,Р.СЕРЕЖ,152
10349,10349,Полуторник - р. Урюп,55.19,88.28,р. Урюп,152
10357,10357,Тамбар - р. Дудут,55.36,88.37,р. Дудут,152
10369,10369,ГОРЯЧЕГОРСК - Р.БАЗЫР,55.4,88.95,Р.БАЗЫР,152
10378,10378,ОЛЬХОВКА - Р.БОЛЬШОЙ УЛУЙ,56.4,90.95,Р.БОЛЬШОЙ УЛУЙ,152
10379,10379,БОЛЬШОЙ УЛУЙ (ГП ПРИ БОЛЬШОЙ УЛУЙ М) - Р.БОЛЬШОЙ УЛУЙ,56.65,90.55,Р.БОЛЬШОЙ УЛУЙ,152
10379,10379,БОЛЬШОЙ УЛУЙ - Р.БОЛЬШОЙ УЛУЙ,56.65,90.55,Р.БОЛЬШОЙ УЛУЙ,152
10380,10380,БОЛЬШОЙ КЕМЧУГ - Р.КЕМЧУГ(БОЛЬШОЙ КЕМЧУГ),56.13,91.6,Р.КЕМЧУГ(БОЛЬШОЙ КЕМЧУГ),152
10384,10384,Макаракский - р. Кия,55.36,88.03,р. Кия,152
10385,10385,Чумай - р. Кия,55.43,87.48,р. Кия,152
10387,10387,Мариинск (ГП при Мариинск ОГМС) - р. Кия,56.12,87.47,р. Кия,152
10392,10392,Третьяково - р. Серта,55.48,88.26,р. Серта,152
10394,10394,Курск-Смоленский - р. Серта,55.57,88.06,р. Серта,152
10396,10396,Верх-Чебулинский - р. Чебула,56.02,87.37,р. Чебула,152
10400,10400,Рубино - р. Тяжин,56.22,88.1,р. Тяжин,152
10402,10402,Конторка - р. Четь,57.03,88.07,р. Четь,152
10404,10404,ТЮХТЕТ - Р.ТЮХТЕТ,56.5333,89.3167,Р.ТЮХТЕТ,152
10404,10404,ТЮХТЕТ (ГП ПРИ ТЮХТЕТ М) - Р.ТЮХТЕТ,56.53,89.31,Р.ТЮХТЕТ,152
10407,10407,Яя - р. Яя,56.11,86.24,р. Яя,152
10411,10411,Барзас - р. Барзас,55.44,86.18,р. Барзас,152
10413,10413,Тихеевка - р. Золотой Китат,55.44,86.49,р. Золотой Китат,152
10414,10414,Троицкое - р. Алчедат,56.06,86.53,р. Алчедат,152
10423,10423,Перво-Пашенский - р. Большая Юкса,57.34,85.28,р. Большая Юкса,152
10424,10424,Аргат-Юл - р. Улу-Юл,57.5,86.06,р. Улу-Юл,152
10426,10426,Большой Татош - р. Большой Татош,57.27,83.24,р. Большой Татош,152
10428,10428,Подгорное (ГП при Подгорное М) - р. Чая,57.48,82.38,р. Чая,152
10429,10429,Гришкино - р. Чая,58.02,82.39,р. Чая,152
10430,10430,Полынянка - р. Бакчар,56.57,82.31,р. Бакчар,152
10432,10432,Гореловка - р. Бакчар,57.29,82.13,р. Бакчар,152
10436,10436,Бакчар (ГП при Бакчар М) - р. Галка,54.21,86.39,р. Галка,152
10441,10441,Панычево - р. Андарма,57.03,81.47,р. Андарма,152
10444,10444,Плотниково - р. Икса,56.51,83.04,р. Икса,152
10449,10449,КОМАРОВКА - Р.БОЛЬШАЯ КЕТЬ(КЕТЬ),57.6,91.9,Р.БОЛЬШАЯ КЕТЬ(КЕТЬ),152
10451,10451,ЛОСИНОБОРСКОЕ (ГП ПРИ ЛОСИНОБОРСКОЕ М) - Р.БОЛЬШАЯ КЕТЬ (КЕТЬ),58.43,89.36,Р.БОЛЬШАЯ КЕТЬ (КЕТЬ),152
10451,10451,ЛОСИНОБОРСКОЕ - Р.КЕТЬ,58.43,89.37,Р.КЕТЬ,152
10452,10452,Усть-Озерное (ГП при Усть-Озерное) М - р. Кеть,58.54,87.45,р. Кеть,152
10453,10453,Максимкин Яр - р. Кеть,58.4,86.49,р. Кеть,152
10455,10455,Родионовка - р. Кеть,58.27,83.31,р. Кеть,152
10460,10460,Дружный - р. Орловка,58.46,86.04,р. Орловка,152
10461,10461,Лисица - р. Лисица,58.59,85.06,р. Лисица,152
10464,10464,Дальнее - р. Большая Пиковка,58.43,82.56,р. Большая Пиковка,152
10468,10468,Новиково - р. Парабель,58.13,80.38,р. Парабель,152
10475,10475,Майск (ГП при Майск М) - р. Васюган,57.49,77.14,р. Васюган,152
10476,10476,Новый Васюган (ГП при Новый Васюган М) - р. Васюган,58.35,76.31,р. Васюган,152
10478,10478,Средний Васюган (ГП при Средний Васюган М) - р. Васюган,59.13,78.14,р. Васюган,152
10479,10479,Наунак - р. Васюган,58.57,80.07,р. Васюган,152
10488,10488,Ванжиль-Кынак (ГП при Ванжиль-Кынак М) - р. Тым,60.21,84.05,р. Тым,152
10489,10489,Напас (ГП при Напас М) - Р.ТЫМ,59.51,81.57,Р.ТЫМ,152
10493,10493,ЛАРЬЯК - Р.BАХ,61.1019444444444,80.2547222222222,Р.BАХ,152
10493,10493,ЛАРЬЯК (ГП ПРИ ЛАРЬЯК М) - р. Вах - Р.BАХ,61.0833333333333,80.2666666666667,Р.BАХ,152
10497,10497,РУССКИНСКАЯ - р.Тром-Юган - Р.ТРОМ-ЮГАН,62.15,73.6666666666667,Р.ТРОМ-ЮГАН,152
10501,10501,ЛЯНТОР - р. Пим - Р.ПИМ,61.6166666666667,72.1500027777778,Р.ПИМ,152
10503,10503,ТАУРОВО - Р.БОЛЬШОЙ ЮГАН,59.5855555555556,73.2888888888889,Р.БОЛЬШОЙ ЮГАН,152
10503,10503,ТАУРОВО (ГП ПРИ ТАУРОВО М) - р.Большой Юган - Р.БОЛЬШОЙ ЮГАН,59.5,73.25,Р.БОЛЬШОЙ ЮГАН,152
10505,10505,Угут - Р. Большой Юган,60.5113888888889,74.0438888888889,Р. Большой Юган,152
10505,10505,УГУТ (ГП ПРИ УГУТ М) - р.Большой Юган - Р.БОЛЬШОЙ ЮГАН,60.5,74.0166666666667,Р.БОЛЬШОЙ ЮГАН,152
10507,10507,КИНЯМИНЫ - р.Малый Юган - Р.МАЛЫЙ ЮГАН,60.5,74.4,Р.МАЛЫЙ ЮГАН,152
10509,10509,ЛЕМПИНО - р.Большой Салым - Р.БОЛЬШОЙ САЛЫМ,60.9666666666667,71.1833333333333,Р.БОЛЬШОЙ САЛЫМ,152
10511,10511,КЫШИК - р.Назым - Р.НАЗЫМ,61.45,68.9333333333333,Р.НАЗЫМ,152
10519,10519,Нижний Кучук - р. Кучук,52.42,79.57,р. Кучук,152
10524,10524,Шимолино - р. Кулунда,52.59,79.58,р. Кулунда,152
10532,10532,Хабары (ГП при Хабары М) - р. Бурла,53.37,79.32,р. Бурла,152
10539,10539,Черновка - р. Карасук,54.09,80.0,р. Карасук,152
10548,10548,Гавриловский - р. Каргат,55.09,80.09,р. Каргат,152
10549,10549,Здвинск - р. Каргат,54.42,78.4,р. Каргат,152
10554,10554,Прокудское - р. Чик,55.01,82.28,р. Чик,152
10556,10556,Усково - р. Черновой Нарык,54.07,87.2,р. Черновой Нарык,152
10557,10557,Кемерово - р. Искитимка,55.2,86.05,р. Искитимка,152
10561,10561,Никольское - р. Обь,57.12,84.18,р. Обь,152
10565,10565,Гилево - р. Алей,51.07,81.49,р. Алей,152
10566,10566,Усть-Кабырза - р. Кабырза,52.49,88.28,р. Кабырза,152
10567,10567,Мундыбаш - р. Тельбес,53.13,87.18,р. Тельбес,152
10570,10570,Заречный - р. Антибес,56.28,87.43,р. Антибес,152
10571,10571,ПОДСОСНОЕ - Р.ЧУЛЫМ,55.85,91.0,Р.ЧУЛЫМ,152
10573,10573,НАЗАРОВО(НИЖНИЙ БЪЕФ) - Р.ЧУЛЫМ,56.05,90.33,Р.ЧУЛЫМ,152
10579,10579,НАЗАРОВО - Р.АДАДЫМ,56.03,90.45,Р.АДАДЫМ,152
10583,10583,Мальцево - р. Золотой Китат,56.07,86.27,р. Золотой Китат,152
10584,10584,Тисуль - р. Тисулька,55.45,88.19,р. Тисулька,152
10585,10585,Жилино - р. Жилиха,53.24,84.19,р. Жилиха,152
10586,10586,Ягодное - р. Латат,56.48,86.05,р. Латат,152
10587,10587,Пудино (ГП пр Пудино М) - р. Чузик,57.34,79.26,р. Чузик,152
10589,10589,Мутное - р. Средняя Терсь,54.22,87.38,р. Средняя Терсь,152
10591,10591,ЕРШОВО - Р.ЧУЛЫМ,55.98,89.7,Р.ЧУЛЫМ,152
10595,10595,Старогорносталево - р. Чулым,54.4,79.14,р. Чулым,152
10599,10599,БОЛЬШЕТАРХОВО - р.Вах - Р.BАХ,61.1166666666667,77.1666666666667,Р.BАХ,152
10608,10608,Загадный - р. Верхняя Терсь,54.08,87.49,р. Верхняя Терсь,152
10615,10615,"ПОЙКОВСКИЙ - р.Б.Балык пр.Б.Юганская - Р.Б.БАЛЫК, ПРОТОКА БОЛЬШАЯ ЮГАНСКАЯ",61.0,71.8833333333333,"Р.Б.БАЛЫК, ПРОТОКА БОЛЬШАЯ ЮГАНСКАЯ",152
10620,10620,Приметкино - р. Ута,56.14,87.55,р. Ута,152
10623,10623,Таловка - р. Яя,55.57,85.5,р. Яя,152
10625,10625,Баево (ГП при Баево М) - р. Кулунда,53.16,80.47,р. Кулунда,152
10632,10632,Кусмень - р. Иня,55.15,84.48,р. Иня,152
10641,10641,Ермиловка - р. Икса,57.43,82.45,р. Икса,152
10644,10644,Коновалово - р. Иня,54.21,86.39,р. Иня,152
10651,10651,Парбиг - р. Парбиг,57.14,81.24,р. Парбиг,152
10653,10653,Подгорное - р. Ур,54.3,86.0,р. Ур,152
10660,10660,Зеленовский - р. Уньга,55.0,86.24,р. Уньга,152
10677,10677,Нельмач - р. Парабель,58.4,81.06,р. Парабель,152
10678,10678,Куржино - р. Куржина,58.55,82.34,р. Куржина,152
10683,10683,НОВОАГАНСК - р. Аган - Р.АГАН,61.9166666666667,76.6,Р.АГАН,152
10686,10686,КАРЫМКАРЫ - р.Обь - Р.ОБЬ,62.0166666666667,67.3833333333333,Р.ОБЬ,152
10688,10688,Берлинка - р. Берла,56.5,86.34,р. Берла,152
10693,10693,САЛЫМ ( ГП ПРИ САЛЫМ М ) - р.Вандрас - Р.BАНДРАС,60.0666666666667,71.4833333333333,Р.BАНДРАС,152
10693,10693,САЛЫМ - Р.BАНДРАС,60.0563888888889,71.4569444444444,Р.BАНДРАС,152
10694,10694,ВАХОВСК (ГП ПРИ ВАХОВСК М) - р.Вах - Р.BАХ,60.9666666666667,78.7833333333333,Р.BАХ,152
10694,10694,ВАХОВСК - Р.BАХ,60.9575,78.7738888888889,Р.BАХ,152
10697,10697,ИЗЛУЧИНСК - р.Вах - Р.ВАХ,60.95,76.9,Р.ВАХ,152
10698,10698,РАДУЖНЫЙ (ГП ПРИ РАДУЖНЫЙ М) - р. Аган - Р.АГАН,62.15,77.3333333333333,Р.АГАН,152
10698,10698,РАДУЖНЫЙ - Р.АГАН,62.1280555555556,77.425,Р.АГАН,152
10701,10701,Первомайский - р. Юра,56.11,88.12,р. Юра,152
10705,10705,Красное - р. Красное,54.37,85.23,р. Красное,152
10713,10713,ЛОКШИНО - Р.УЖУР,55.53,89.63,Р.УЖУР,152
10714,10714,КОГАЛЫМ - р.Ингу-Ягун - Р.ИНГУ-ЯГУН,62.2,74.4833333333333,Р.ИНГУ-ЯГУН,152
10715,10715,НИЖНЕСОРТЫМСКИЙ (ГП ПРИ НИЖНЕСОРТЫМСКИЙ М) - р. Пим - Р.ПИМ,62.45,71.75,Р.ПИМ,152
10907,10907,КУРОРТ УЧУМ - ОЗ.УЧУМ,55.08,89.7,ОЗ.УЧУМ,152
10908,10908,КОРНИЛОВО - ОЗ.БЕЛОЕ,55.55,89.63,ОЗ.БЕЛОЕ,152
10909,10909,ПАРНАЯ - ОЗ.БОЛЬШОЕ,55.28,89.25,ОЗ.БОЛЬШОЕ,152
10911,10911,Берчикуль - оз. Большой Берчикуль,55.38,88.18,оз. Большой Берчикуль,152
10913,10913,Мамонтово (ОГП при Мамонтово М) - оз. Большое Островное,52.42,81.37,оз. Большое Островное,152
10914,10914,Яровое - оз. Большое Яровое ,52.92,78.59,оз. Большое Яровое ,152
