identifier,gidro_num,namelong,lat,lon,namewater,codbasin
76533,76533,АЛЬМЕТЬЕВСК - Р.СТЕПНОЙ ЗАЙ,54.8833333333333,52.4333333333333,Р.СТЕПНОЙ ЗАЙ,111
76533,76533,АКТАШ - Р.СТЕПНОЙ ЗАЙ,55.03,52.13,Р.СТЕПНОЙ ЗАЙ,111
76550,76550,КРАСНОГЛИНЬЕ - Р.BЯТКА,58.8,52.41,Р.BЯТКА,111
76551,76551,КИРС - Р.BЯТКА,59.31,52.18,Р.BЯТКА,111
76553,76553,НАГОРСК - Р.BЯТКА,59.31,50.76,Р.BЯТКА,111
76554,76554,СЛОБОДСКОЙ - Р.BЯТКА,58.72,50.2,Р.BЯТКА,111
76556,76556,КИРОВ (ГП ПРИ КИРОВСКОМ ЦГМС) - Р.BЯТКА,58.6,49.71,Р.BЯТКА,111
76557,76557,КОТЕЛЬНИЧ - Р.BЯТКА,58.3,48.35,Р.BЯТКА,111
76566,76566,АРКУЛЬ - Р.BЯТКА,57.26,50.01,Р.BЯТКА,111
76574,76574,ВЯТСКИЕ ПОЛЯНЫ - Р.BЯТКА,56.23,51.08,Р.BЯТКА,111
76584,76584,ТРОИЦА - Р.ЧЕРНАЯ ХОЛУНИЦА,59.22,51.35,Р.ЧЕРНАЯ ХОЛУНИЦА,111
76594,76594,КЛИМКОВКА - Р.БЕЛАЯ ХОЛУНИЦА,58.88,51.23,Р.БЕЛАЯ ХОЛУНИЦА,111
76596,76596,ПОЛОМ - Р.ЧЕПЦА,56.8,53.23,Р.ЧЕПЦА,111
76597,76597,ГЛАЗОВ - Р.ЧЕПЦА,58.15,52.68,Р.ЧЕПЦА,111
76601,76601,ИГРА - Р.ЛОЗА,57.55,53.06,Р.ЛОЗА,111
76602,76602,ВОГУЛЬЦЫ - Р.СBЯТИЦА,58.05,51.66,Р.СBЯТИЦА,111
76603,76603,ФИЛИППОВО - Р.ФИЛИППОBКА,58.3,50.48,Р.ФИЛИППОBКА,111
76611,76611,ВЕЛИКОРЕЦКОЕ - Р.BЕЛИКАЯ,58.88,49.03,Р.BЕЛИКАЯ,111
76614,76614,ШИПИЦИНО - Р.БЫСТРИЦА,58.46,49.25,Р.БЫСТРИЦА,111
76619,76619,ПЕРМЯТСКОЕ - Р.МОЛОМА,59.18,47.88,Р.МОЛОМА,111
76620,76620,СПАССКОЕ - Р.МОЛОМА,58.68,48.31,Р.МОЛОМА,111
76627,76627,НОЛИНСК - Р.BОЯ,57.55,49.9,Р.BОЯ,111
76628,76628,ЛОПЬЯЛ - Р.УРЖУМКА,56.95,49.98,Р.УРЖУМКА,111
76634,76634,ВИЧМАРЬ - Р.КИЛЬМЕЗЬ,56.96,51.01,Р.КИЛЬМЕЗЬ,111
76638,76638,ВАВОЖ - Р.BАЛА,56.75,51.93,Р.BАЛА,111
76640,76640,НЫЛГА - Р.НЫЛГА,56.78,52.43,Р.НЫЛГА,111
76642,76642,РЫБНАЯ ВАТАГА - Р.ЛОБАНЬ,57.23,51.03,Р.ЛОБАНЬ,111
76644,76644,КУКМОР - Р.НУРМИНКА,56.18,50.92,Р.НУРМИНКА,111
76646,76646,ЯКОВЛЕВО - Р.АНЗИРКА,55.73,51.57,Р.АНЗИРКА,111
76648,76648,ЧАЙКА - Р.ИРЕНЬ,56.92,56.72,Р.ИРЕНЬ,111
76649,76649,КУЕДА - Р.БУЙ,56.45,55.6,Р.БУЙ,111
76650,76650,НИЖНИЙ АВЗЯН - Р.БОЛЬШОЙ АBЗЯН,53.48,57.6,Р.БОЛЬШОЙ АBЗЯН,111
76651,76651,БОЛЬШИЕ ЛЫЗИ - Р.ШОШМА,56.35,50.17,Р.ШОШМА,111
76652,76652,ЯГАН - Р.ИЖ,56.56,53.11,Р.ИЖ,111
76653,76653,ПЛОТИНКА - Р.ГАЙВА,58.08,56.28,Р.ГАЙВА,111
76654,76654,ЛЕТКА - Р.ЛЕТКА,59.6,49.46,Р.ЛЕТКА,111
76655,76655,СИНЕГОРЬЕ - Р.КОБРА,59.7,50.76,Р.КОБРА,111
76656,76656,СУХОБОРКА - Р.ЛЕТКА,59.1,49.96,Р.ЛЕТКА,111
76661,76661,КОНДАКОВКА - Р.КИГИ,55.6,58.48,Р.КИГИ,111
76663,76663,НОВОВИЛЬВЕНСКИЙ - Р.ВИЛЬВА,58.72,58.72,Р.ВИЛЬВА,111
76664,76664,УСТЬ-УТКА - Р.МЕЖЕВАЯ УТКА,57.63,59.05,Р.МЕЖЕВАЯ УТКА,111
76665,76665,ГРАХОВО - Р.АДАМКА,56.03,51.9,Р.АДАМКА,111
76669,76669,ВОСКРЕСЕНСКОЕ - Р.ТОР,53.11,56.13,Р.ТОР,111
76671,76671,СУНА - Р.СУНА,57.87,50.1,Р.СУНА,111
76672,76672,КАРМЫШЕВО - Р.ДЕМА,53.96,54.91,Р.ДЕМА,111
76673,76673,ЯНГИСКАИН - Р.ЗИГАН,53.78,56.31,Р.ЗИГАН,111
76674,76674,ВОРОБЬЕВА ГОРА - Р.НЕМДА,57.37,49.13,Р.НЕМДА,111
76675,76675,ПОКСТА - Р.ПИЖМА,57.6,48.11,Р.ПИЖМА,111
76676,76676,ЦЕЛОУСЫ - Р.ЧЕПЦА,58.46,50.85,Р.ЧЕПЦА,111
76685,76685,УСЬВА - Р.УСЬВА,58.68,57.63,Р.УСЬВА,111
76686,76686,ИЛЬИНСКОЕ - Р.БЕЛАЯ ХОЛУНИЦА,58.76,50.43,Р.БЕЛАЯ ХОЛУНИЦА,111
76687,76687,СОВЕТСК - Р.BЯТКА,57.63,48.97,Р.BЯТКА,111
76688,76688,ТАИШЕВО - Р.БОЛЬШОЙ ИК,55.71,58.45,Р.БОЛЬШОЙ ИК,111
76690,76690,ПЕРЕМСКОЕ - Р.КОСЬВА,58.72,56.82,Р.КОСЬВА,111
76692,76692,ШАМАРЫ - Р.СЫЛВА,57.35,58.22,Р.СЫЛВА,111
76695,76695,ПАЧИ - Р.ЯРАНЬ,57.56,48.11,Р.ЯРАНЬ,111
76696,76696,ГАВРИЛОВКА - Р.СИBА,57.03,54.03,Р.СИBА,111
76697,76697,АФАНАСЬЕВО - Р.КАМА,58.85,53.08,Р.КАМА,111
76701,76701,СЫЛВЕНСК - Р.СЫЛВА,57.47,56.92,Р.СЫЛВА,111
76702,76702,ЖИЛИНО - Р.БАБКА,57.47,56.78,Р.БАБКА,111
76703,76703,КРАСНОЯР - Р.ПАВЛУШКА,56.58,59.87,Р.ПАВЛУШКА,111
76704,76704,МАРИИНСК - Р.ДАЛЕКА,56.6,59.88,Р.ДАЛЕКА,111
76705,76705,ШАРЛИАРЕМА - Р.МЕНЗЕЛЯ,55.42,52.73,Р.МЕНЗЕЛЯ,111
76706,76706,ПОСПЕЛОВО - Р.ТОЙМА,55.77,52.22,Р.ТОЙМА,111
76707,76707,РЕВЕТЬ - Р.МАЛЫЙ ИНЗЕР,55.18,57.62,Р.МАЛЫЙ ИНЗЕР,111
76708,76708,СЕЛЫЧКА - Р.ИЖ,57.05,53.1666666666667,Р.ИЖ,111
76902,76902,КАМСКАЯ ГЭС - ВДХР.КАМСКОЕ,58.13,56.33,ВДХР.КАМСКОЕ,111
76906,76906,ИЛЬИНСКИЙ - ВДХР.КАМСКОЕ,58.58,55.68,ВДХР.КАМСКОЕ,111
76907,76907,ЧЁРМОЗ - ВДХР.КАМСКОЕ,58.77,56.17,ВДХР.КАМСКОЕ,111
76910,76910,МАЙКОР - ВДХР.КАМСКОЕ,58.98,55.9,ВДХР.КАМСКОЕ,111
76911,76911,УСТЬ ПОЖВА - ВДХР.КАМСКОЕ,59.05,56.17,ВДХР.КАМСКОЕ,111
76912,76912,БЕРЕЗНИКИ - ВДХР.КАМСКОЕ,59.43,56.68,ВДХР.КАМСКОЕ,111
76916,76916,ДОБРЯНКА  - ВДХР.КАМСКОЕ,58.45,56.4,ВДХР.КАМСКОЕ,111
76918,76918,ВЕРХНЕЧУСОВСКИЕ ГОРОДКИ - ВДХР.КАМСКОЕ,58.17,57.13,ВДХР.КАМСКОЕ,111
76919,76919,ТРОИЦА - ВДХР.КАМСКОЕ,57.98,56.8,ВДХР.КАМСКОЕ,111
76929,76929,БАБКА - ВДХР.ВОТКИНСКОЕ,57.08,54.5,ВДХР.ВОТКИНСКОЕ,111
76930,76930,ОХАНСК - ВДХР.ВОТКИНСКОЕ,57.72,55.38,ВДХР.ВОТКИНСКОЕ,111
76932,76932,КРАСНОКАМСК - ВДХР.ВОТКИНСКОЕ,58.08,55.72,ВДХР.ВОТКИНСКОЕ,111
76933,76933,ПЕРМЬ (НИЖНЯЯ КУРЬЯ) - ВДХР.ВОТКИНСКОЕ,58.02,56.03,ВДХР.ВОТКИНСКОЕ,111
76934,76934,ПЕРМЬ - ВДХР.ВОТКИНСКОЕ,58.02,56.25,ВДХР.ВОТКИНСКОЕ,111
76937,76937,ЕЛОВО - ВДХР.ВОТКИНСКОЕ,57.05,54.93,ВДХР.ВОТКИНСКОЕ,111
76938,76938,ЧАЙКОВСКИЙ - ВДХР.ВОТКИНСКОЕ,56.78,54.12,ВДХР.ВОТКИНСКОЕ,111
76939,76939,СЕРГЕЕВО - BДХР.НУГУШСКОЕ,53.1,56.46,BДХР.НУГУШСКОЕ,111
76941,76941,НОВОМУЛЛАКАЕВО - BДХР.ПАBЛОBСКОЕ,55.93,57.11,BДХР.ПАBЛОBСКОЕ,111
76943,76943,КАРАИДЕЛЬ - BДХР.ПАBЛОBСКОЕ,55.83,56.91,BДХР.ПАBЛОBСКОЕ,111
76944,76944,МАГИНСК - BДХР.ПАBЛОBСКОЕ,55.76,56.96,BДХР.ПАBЛОBСКОЕ,111
76947,76947,АЙДОС - BДХР.ПАBЛОBСКОЕ,55.68,56.83,BДХР.ПАBЛОBСКОЕ,111
76948,76948,ХОРОШАЕВО - BДХР.ПАBЛОBСКОЕ,55.6,56.68,BДХР.ПАBЛОBСКОЕ,111
76950,76950,КУПОЯРОВО - ОЗ.АСЛИ-КУЛЬ,54.3,54.61,ОЗ.АСЛИ-КУЛЬ,111
76954,76954,КРАСНЫЙ БОР - ВДХР.НИЖНЕКАМСКОЕ,55.88,53.08,ВДХР.НИЖНЕКАМСКОЕ,111
76955,76955,МЕНДЕЛЕЕВСК - ВДХР.НИЖНЕКАМСКОЕ,55.72,52.33,ВДХР.НИЖНЕКАМСКОЕ,111
76959,76959,ИЖЕВКА - ВДХР.НИЖНЕКАМСКОЕ,55.97,52.65,ВДХР.НИЖНЕКАМСКОЕ,111
76962,76962,АНДРЕЕВКА - BДХР.НИЖНЕКАМСКОЕ,55.71,54.36,BДХР.НИЖНЕКАМСКОЕ,111
76964,76964,КАРАКУЛИНО - ВДХР.НИЖНЕКАМСКОЕ,56.0,53.66,ВДХР.НИЖНЕКАМСКОЕ,111
76965,76965,НАБЕРЕЖНЫЕ ЧЕЛНЫ - ВДХР.НИЖНЕКАМСКОЕ,55.7,52.33,ВДХР.НИЖНЕКАМСКОЕ,111
76966,76966,ДЕСЯТКОВО  - ВДХР.ВОТКИНСКОЕ,57.28,55.35,ВДХР.ВОТКИНСКОЕ,111
12010,12010,ЗВЕРИНОГОЛОВСКОЕ - Р.ТОБОЛ,54.47,64.85,Р.ТОБОЛ,112
12014,12014,КУРГАН - Р.ТОБОЛ,55.43,65.4,Р.ТОБОЛ,112
12017,12017,УПОРОВО - р. Тобол - Р.ТОБОЛ,56.3069444444444,66.2133333333333,Р.ТОБОЛ,112
12018,12018,ЯЛУТОРОВСК (ГП ПРИ ЯЛУТОРОВСК М) - р. Тобол - Р.ТОБОЛ,56.6627777777778,66.3452777777778,Р.ТОБОЛ,112
12018,12018,ЯЛУТОРОВСК - Р.ТОБОЛ,56.6833361111111,66.3500027777778,Р.ТОБОЛ,112
12022,12022,ИЕВЛЕВО - р.Тобол - Р.ТОБОЛ,57.5758333333333,67.1419444444444,Р.ТОБОЛ,112
12040,12040,СТЕПНОЕ - Р.УЙ,54.07,60.42,Р.УЙ,112
12043,12043,ТРОИЦКИЙ ПЛОДОПИТОМНИЧЕСКИЙ СВХ. - Р.УЙ,54.0869555555556,61.4044944444444,Р.УЙ,112
12059,12059,КРАСНОСЕЛЬСКОЕ - Р.УВЕЛЬКА,54.58,61.22,Р.УВЕЛЬКА,112
12061,12061,КАРСИНСКИЙ ЗЕРНОСОВХОЗ - Р.УВЕЛЬКА,54.22,61.25,Р.УВЕЛЬКА,112
12092,12092,ПЕТРОВСКОЕ - Р.ЮРГАМЫШ,55.3,64.38,Р.ЮРГАМЫШ,112
12098,12098,ЕМУРТЛА - р.Емуртла - Р.ЕМУРТЛА,56.1644444444444,66.4736111111111,Р.ЕМУРТЛА,112
12101,12101,Заводоуковск - Р.УК,56.5047222222222,66.5225,Р.УК,112
12115,12115,КОЛЮТКИНО - Р.ИСЕТЬ,56.62,61.17,Р.ИСЕТЬ,112
12123,12123,КАТАЙСК - Р.ИСЕТЬ,56.28,62.58,Р.ИСЕТЬ,112
12125,12125,ШАДРИНСК - Р.ИСЕТЬ,56.08,63.63,Р.ИСЕТЬ,112
12127,12127,МЕХОНСКОЕ - Р.ИСЕТЬ,56.17,64.57,Р.ИСЕТЬ,112
12129,12129,ИСЕТСКОЕ - р.Исеть - Р.ИСЕТЬ,56.4658333333333,65.3447222222222,Р.ИСЕТЬ,112
12136,12136,НОВОАЛЕКСЕЕВСКОЕ - Р.РЕШЕТКА,56.85,60.15,Р.РЕШЕТКА,112
12155,12155,ВЕРХНЕКЛЮЧЕВСКОЕ - Р.СИНАРА,56.25,62.25,Р.СИНАРА,112
12189,12189,НОВОАНДРЕЕВКА - Р.МИАСС,55.33,60.22,Р.МИАСС,112
12202,12202,КАРГАПОЛЬЕ - Р.МИАСС,55.95,64.43,Р.МИАСС,112
12222,12222,БОБЫЛЕВО - р.Ирюм - Р.ИРЮМ,56.5277777777778,65.1047222222222,Р.ИРЮМ,112
12238,12238,САНКИНО - Р.ТУРА,58.48,62.6,Р.ТУРА,112
12239,12239,ТУРИНСК - Р.ТУРА,58.07,63.7,Р.ТУРА,112
12240,12240,ТУРИНСКАЯ СЛОБОДА - Р.ТУРА,57.63,64.38,Р.ТУРА,112
12244,12244,ТЮМЕНЬ (ГП ПРИ ТЮМЕНЬ ЦГМС) - р. Тура - Р.ТУРА,57.1627777777778,65.5397222222222,Р.ТУРА,112
12248,12248,ПОКРОВСКОЕ - р.Тура - Р.ТУРА,57.2391666666667,66.8011111111111,Р.ТУРА,112
12279,12279,ТРОШКОВА - Р.ТАГИЛ,58.45,61.75,Р.ТАГИЛ,112
12305,12305,ТОПОРКОВА - Р.МУГАЙ,58.37,61.58,Р.МУГАЙ,112
12315,12315,ИРБИТ - Р.НИЦА,57.68,63.08,Р.НИЦА,112
12316,12316,КРАСНОСЛОБОДСКОЕ - Р.НИЦА,57.52,64.33,Р.НИЦА,112
12320,12320,ЧЕРЕМШАНКА - Р.НЕЙВА,57.73,60.73,Р.НЕЙВА,112
12346,12346,КЛЮЧИ - Р.РЕЖ,57.9,62.3,Р.РЕЖ,112
12354,12354,ЛИПОВСКОЕ - Р.БОБРОВКА,57.45,61.2,Р.БОБРОВКА,112
12383,12383,БОГАНДИНСКОЕ - р.Пышма,56.9591666666667,65.8255555555556,р.Пышма,112
12401,12401,ПЫШМА - Р.ЮРМЫЧ,56.95,63.22,Р.ЮРМЫЧ,112
12402,12402,ПОТАСКУЕВА - Р.БЕЛЯКОВКА,56.83,64.3,Р.БЕЛЯКОВКА,112
12407,12407,ВЕЛИЖАНЫ - р.Иска - Р.ИСКА,57.5538888888889,65.7947222222222,Р.ИСКА,112
12412,12412,ТАБОРЫ - Р.ТАВДА,58.53,64.55,Р.ТАВДА,112
12413,12413,ТАВДА - Р.ТАВДА,58.05,65.28,Р.ТАВДА,112
12415,12415,НИЖНЯЯ ТАВДА - р.Тавда - Р.ТАBДА,57.6783333333333,66.1833333333333,Р.ТАBДА,112
12417,12417,ПЕРШИНО - Р.ЛОЗЬВА,60.63,60.53,Р.ЛОЗЬВА,112
12422,12422,ИВДЕЛЬ - Р.ИВДЕЛЬ,60.68,60.42,Р.ИВДЕЛЬ,112
12430,12430,ДЕНЕЖКИНО - Р.СОСЬВА,60.22,60.4,Р.СОСЬВА,112
12434,12434,СОСЬВА - Р.СОСЬВА,59.18,61.9,Р.СОСЬВА,112
12435,12435,ГАРИ - Р.СОСЬВА,59.42,62.33,Р.СОСЬВА,112
12476,12476,СЕВЕРОУРАЛЬСК - Р.ВАГРАН,60.15,59.98,Р.ВАГРАН,112
12498,12498,КАРПИНСК - Р.ТУРЬЯ,59.77,59.92,Р.ТУРЬЯ,112
12511,12511,СОТРИНО - Р.СОТРИНА,59.38,61.25,Р.СОТРИНА,112
12517,12517,ЛОБВА - Р.ЛОБВА,59.17,60.48,Р.ЛОБВА,112
12528,12528,КАРАБАШКА - Р.КАРАБАШКА,58.45,65.7,Р.КАРАБАШКА,112
12554,12554,КОРКИНО - р.Тобол - Р.ТОБОЛ,56.0830555555556,65.9280555555556,Р.ТОБОЛ,112
12606,12606,ЗАВОДОПЕТРОВСКОЕ - р.Бочанка - Р.БОЧАНКА,56.8344444444444,66.6444444444444,Р.БОЧАНКА,112
12611,12611,МОРОЗКОВО - Р.СОСЬВА,59.38,60.98,Р.СОСЬВА,112
12613,12613,КАРТАЛЫ - Р.КАРАТАЛАЯТ,53.05,60.68,Р.КАРАТАЛАЯТ,112
12614,12614,БЫКОВА - Р.КУНАРА,56.78,61.95,Р.КУНАРА,112
12615,12615,ДАЛМАТОВО - Р.ИСЕТЬ,56.25,62.91,Р.ИСЕТЬ,112
12617,12617,ПЛОТНИКОВО - Р.НИЖНЯЯ АЛАБУГА,54.72,65.08,Р.НИЖНЯЯ АЛАБУГА,112
12620,12620,ВОЛОСНИКОВО - Р.СУЕРЬ,55.93,66.02,Р.СУЕРЬ,112
12623,12623,ЯМАНОВО - оз.СреднееТарманское - ОЗ.СРЕДНЕЕ ТАРМАНСКОЕ,57.3580555555556,65.3675,ОЗ.СРЕДНЕЕ ТАРМАНСКОЕ,112
12631,12631,УСТЬ-УЙСКОЕ - Р.УЙ,54.27,63.9,Р.УЙ,112
12632,12632,ЗАЙКОВО - Р.ИРБИТ,57.55,62.75,Р.ИРБИТ,112
12646,12646,КАКВИНСКИЕ ПЕЧИ - Р.КАКВА,59.72,59.6,Р.КАКВА,112
12651,12651,ТАЛИЦА - Р.ПЫШМА,57.02,63.73,Р.ПЫШМА,112
12652,12652,КИРОВСКОЕ - Р.НЕЙВА,57.98,62.08,Р.НЕЙВА,112
12913,12913,КУНДРАВЫ - ОЗ.КУНДРАВИНСКОЕ,54.83,60.22,ОЗ.КУНДРАВИНСКОЕ,112
12914,12914,ЧЕБАРКУЛЬ - ОЗ.ЧЕБАРКУЛЬ,54.97,60.35,ОЗ.ЧЕБАРКУЛЬ,112
12933,12933,АЛЬМЕНЕВО - ОЗ.АЛЬМЕНЬКОЛЬ,54.95,63.57,ОЗ.АЛЬМЕНЬКОЛЬ,112
12943,12943,УВИЛЬДЫ - ОЗ.УВИЛЬДЫ,55.52,60.58,ОЗ.УВИЛЬДЫ,112
12945,12945,АРГАЯШ - ОЗ.АРГАЯШ,55.48,60.9,ОЗ.АРГАЯШ,112
12948,12948,ТУРГОЯК - ОЗ.ТУРГОЯК,55.15,60.12,ОЗ.ТУРГОЯК,112
12953,12953,ЧЕЛЯБИНСК - ОЗ.СМОЛИНО,55.07,61.42,ОЗ.СМОЛИНО,112
12989,12989,БОЛЬШОЙ КАМАГАН - ОЗ.БОЛЬШОЙ КАМАГАН,55.92,65.1,ОЗ.БОЛЬШОЙ КАМАГАН,112
12991,12991,ЖИТНИКОВСКОЕ - ОЗ.ИТКОЛЬ,55.9,64.77,ОЗ.ИТКОЛЬ,112
36004,36004,ВЕРХНИЙ УСЛОН - ВДХР.КУЙБЫШЕВСКОЕ,55.78,48.95,ВДХР.КУЙБЫШЕВСКОЕ,121
36009,36009,СОКОЛЬИ ГОРЫ - ВДХР.КУЙБЫШЕBСКОЕ,55.55,51.51,ВДХР.КУЙБЫШЕBСКОЕ,121
36011,36011,ЧИСТОПОЛЬ - ВДХР.КУЙБЫШЕBСКОЕ,55.37,50.62,ВДХР.КУЙБЫШЕBСКОЕ,121
36015,36015,ТАШКИРМЕНЬ - ВДХР.КУЙБЫШЕВСКОЕ,55.3,49.38,ВДХР.КУЙБЫШЕВСКОЕ,121
36016,36016,КИРЕЛЬСКОЕ - ВДХР.КУЙБЫШЕВСКОЕ,55.1300027777778,49.15,ВДХР.КУЙБЫШЕВСКОЕ,121
36018,36018,ТЕТЮШИ - ВДХР.КУЙБЫШЕВСКОЕ,54.93,48.85,ВДХР.КУЙБЫШЕВСКОЕ,121
36020,36020,СТАРАЯ МАЙНА - ВДХР.КУЙБЫШЕBСКОЕ,54.63,48.93,ВДХР.КУЙБЫШЕBСКОЕ,121
36023,36023,УЛЬЯНОВСК (ОГП ПРИ УЛЬЯНОВСКОМ ЦГМС) - ВДХР.КУЙБЫШЕВСКОЕ,54.32,48.4,ВДХР.КУЙБЫШЕВСКОЕ,121
36024,36024,СЕНГИЛЕЙ - ВДХР.КУЙБЫШЕBСКОЕ,54.02,48.73,ВДХР.КУЙБЫШЕBСКОЕ,121
36029,36029,ПОДВАЛЬЕ - ВДХР.КУЙБЫШЕBСКОЕ,53.68,48.85,ВДХР.КУЙБЫШЕBСКОЕ,121
36035,36035,ТОЛЬЯТТИ (ОГП ПРИ ТОЛЬЯТТИНСКОЙ ГМО) - ВДХР.КУЙБЫШЕВСКОЕ,53.53,49.48,ВДХР.КУЙБЫШЕВСКОЕ,121
36037,36037,ЕЛАБУГА - ВДХР.КУЙБЫШЕBСКОЕ,55.73,52.02,ВДХР.КУЙБЫШЕBСКОЕ,121
36045,36045,КОЗЛОВКА - ВДХР.КУЙБЫШЕВСКОЕ,55.85,48.28,ВДХР.КУЙБЫШЕВСКОЕ,121
37002,37002,ЗОЛЬНОЕ - ВДХР.САРАТОBСКОЕ,53.45,49.43,ВДХР.САРАТОBСКОЕ,121
37004,37004,САМАРА - ВДХР.САРАТОВСКОЕ,53.18,50.08,ВДХР.САРАТОВСКОЕ,121
37008,37008,СЫЗРАНЬ - ВДХР.САРАТОBСКОЕ,53.15,48.57,ВДХР.САРАТОBСКОЕ,121
37016,37016,БАЛАКОВО (ОГП ПРИ БАЛАКОВО О) - ВДХР.САРАТОВСКОЕ,52.07,47.75,ВДХР.САРАТОВСКОЕ,121
37016,37016,БАЛАКОВО - ВДХР.САРАТОBСКОЕ,52.07,47.75,ВДХР.САРАТОBСКОЕ,121
38003,38003,ВОЛЬСК - вдхр. ВОЛГОГРАДСКОЕ,52.05,47.4,вдхр. ВОЛГОГРАДСКОЕ,121
38006,38006,МАРКС - ВДХР.BОЛГОГРАДСКОЕ,51.72,46.25,ВДХР.BОЛГОГРАДСКОЕ,121
38007,38007,САРАТОВ (ОГП ПРИ САРАТОВСКОМ ЦГМС) - ВДХР.ВОЛГОГРАДСКОЕ,51.57,46.03,ВДХР.ВОЛГОГРАДСКОЕ,121
38009,38009,РОВНОЕ - ВДХР.BОЛГОГРАДСКОЕ,50.77,46.03,ВДХР.BОЛГОГРАДСКОЕ,121
38012,38012,КАМЫШИН - вдхр. Bолгоградское,50.1,45.4,вдхр. Bолгоградское,121
38016,38016,ДУБОВКА - вдхр. Bолгоградское,49.06,44.85,вдхр. Bолгоградское,121
38017,38017,ВОЛЖСКИЙ - вдхр. Bолгоградское,48.8,44.68,вдхр. Bолгоградское,121
77090,77090,ВОЛГОГРАД - р. Волга,48.7,44.51,р. Волга,121
77094,77094,СВЕТЛЫЙ ЯР - р. Волга,48.5,44.78,р. Волга,121
77102,77102,ЧЕРНЫЙ ЯР - р. Bолга,48.0666666666667,46.1166666666667,р. Bолга,121
77102,77102,ЧЕРНЫЙ ЯР (ГП ПРИ ЧЕРНЫЙ ЯР М) - р. Bолга,48.06,46.13,р. Bолга,121
77106,77106,"ЕНОТАЕВКА - р. Волга, пр. Енотаевка",47.25,47.05,"р. Волга, пр. Енотаевка",121
77112,77112,ТУВСИ - Р.ЦИBИЛЬ,55.9,47.48,Р.ЦИBИЛЬ,121
77115,77115,ШИГАЛИ - Р.МАЛЫЙ ЦИBИЛЬ,55.68,47.48,Р.МАЛЫЙ ЦИBИЛЬ,121
77116,77116,САНЧУРСК - Р.БОЛЬШАЯ КОКШАГА,56.95,47.26,Р.БОЛЬШАЯ КОКШАГА,121
77124,77124,КУЯР - Р.МАЛАЯ КОКШАГА,56.55,47.98,Р.МАЛАЯ КОКШАГА,121
77130,77130,БАЙГУЛОВО - Р.СРЕДНИЙ АНИШ,55.81,47.96,Р.СРЕДНИЙ АНИШ,121
77132,77132,КРАСНОГОРСКИЙ - Р.ИЛЕТЬ,56.15,48.33,Р.ИЛЕТЬ,121
77140,77140,УЛЬЯНОВСК - Р.СBИЯГА,54.25,48.28,Р.СBИЯГА,121
77145,77145,БУИНСК - Р.СВИЯГА,55.0,48.35,Р.СВИЯГА,121
77146,77146,БУИНСК - Р.СВИЯГА,55.0,48.37,Р.СВИЯГА,121
77152,77152,УЛЬЯНОВСК - Р.СЕЛЬД,54.32,48.3,Р.СЕЛЬД,121
77156,77156,БУИНСК - Р.КАРЛА,54.9,48.21,Р.КАРЛА,121
77156,77156,ТИНЬГАШ - Р.КАРЛА,54.95,48.2,Р.КАРЛА,121
77159,77159,АЛАБЕРДИНО - Р.УЛЕМА,55.1,48.7,Р.УЛЕМА,121
77164,77164,ЧУТЕЕВО - Р.КУБНЯ,55.3,47.77,Р.КУБНЯ,121
77166,77166,АРСК - Р.КАЗАНКА,56.08,49.87,Р.КАЗАНКА,121
77166,77166,КАЗАНЬ - Р.КАЗАНКА,55.81,49.16,Р.КАЗАНКА,121
77174,77174,"КАЗАНЬ - Р.КАЗАНКА, УСТЬЕ",55.8,49.13,"Р.КАЗАНКА, УСТЬЕ",121
77179,77179,СЛОБОДА ПЕТРОПАВЛОВСКАЯ - Р.ШЕШМА,55.05,51.37,Р.ШЕШМА,121
77189,77189,УТЯШКИНО - Р.КИЧУЙ,55.22,51.33,Р.КИЧУЙ,121
77193,77193,УРМАНЧЕЕВО - Р.БЕРСУТ,55.57,50.87,Р.БЕРСУТ,121
77197,77197,ПЕСТРЕЦЫ - Р.МЕША,55.75,49.67,Р.МЕША,121
77201,77201,КАРАВАЕВО - Р.АКТАЙ,55.1,49.85,Р.АКТАЙ,121
77209,77209,КРАСНАЯ РЕКА - Р.КРАСНАЯ,54.57,49.13,Р.КРАСНАЯ,121
77210,77210,ЕКАТЕРИНОВКА - Р.ТУШОНКА,54.07,48.53,Р.ТУШОНКА,121
77212,77212,НОВОЧЕРЕМШАНСК - Р.БОЛЬШОЙ ЧЕРЕМШАН,54.37,50.17,Р.БОЛЬШОЙ ЧЕРЕМШАН,121
77217,77217,АБАЛДУЕВКА - Р.МАЛЫЙ ЧЕРЕМШАН,54.95,50.27,Р.МАЛЫЙ ЧЕРЕМШАН,121
77223,77223,БАЙДЕРЯКОВО - Р.УСА,53.47,48.57,Р.УСА,121
77231,77231,СУРГУТ - Р.СОК,53.92,51.17,Р.СОК,121
77242,77242,КОШКИ - Р.КОНДУРЧА,54.22,50.5,Р.КОНДУРЧА,121
77245,77245,НОВОСЕРГИЕВКА - Р.САМАРА,52.12,53.67,Р.САМАРА,121
77246,77246,ГАМАЛЕЕВКА - Р.САМАРА,52.27,53.43,Р.САМАРА,121
77248,77248,БУЗУЛУК - Р.САМАРА,52.8,52.28,Р.САМАРА,121
77250,77250,ЕЛШАНКА-ПЕРВАЯ - Р.САМАРА,52.88,52.05,Р.САМАРА,121
